#OTU ID,test_1,test_2,test_3,test_4,OTUsize,Taxonomy,superkingdom,phylum,class,order,family,genus,species
ASV1483,0,0,1412546,658965,2071511,Bacteria{superkingdom}(99);Bacteroidota{phylum}(99);Bacteroidia{class}(99);Bacteroidales{order}(99);ML635J-40_aquatic_group{family}(99);ML635J-40_aquatic_group_genus{genus}(99);uncultured_bacterium{species}(99),Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,ML635J-40_aquatic_group,ML635J-40_aquatic_group_genus,uncultured_bacterium
ASV1484,0,0,1408077,1173770,2581847,Bacteria{superkingdom}(87);Spirochaetota{phylum}(87);Spirochaetia{class}(87);Spirochaetales{order}(87);Spirochaetaceae{family}(87);Spirochaetaceae_genus{genus}(87);terrestrial_metagenome{species}(87),Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaetaceae_genus,terrestrial_metagenome
ASV1494,0,0,2439423,1068216,3507639,Bacteria{superkingdom}(100);Bacteroidota{phylum}(100);Bacteroidia{class}(100);Bacteroidales{order}(100);Prolixibacteraceae{family}(100);Prolixibacteraceae_genus{genus}(100);Unassigned{species}(0),Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prolixibacteraceae,Prolixibacteraceae_genus,Unassigned
ASV1507,1864890,957932,0,0,2822822,Bacteria{superkingdom}(99);Bacillota{phylum}(99);Clostridia{class}(99);Oscillospirales{order}(99);Oscillospiraceae{family}(99);NK4A214_group{genus}(99);Unassigned{species}(0),Bacteria,Bacillota,Clostridia,Oscillospirales,Oscillospiraceae,NK4A214_group,Unassigned
ASV1508,0,2786444,0,0,2786444,Bacteria{superkingdom}(100);Spirochaetota{phylum}(100);Spirochaetia{class}(100);Spirochaetales{order}(100);Spirochaetaceae{family}(100);Spirochaetaceae_genus{genus}(100);bacterium_enrichment{species}(100),Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaetaceae_genus,bacterium_enrichment
ASV1509,0,0,1908885,550302,2459187,Bacteria{superkingdom}(100);Bacillota{phylum}(100);Thermoanaerobacteria{class}(100);Thermoanaerobacterales{order}(100);Thermoanaerobacteraceae{family}(100);Caloribacterium{genus}(100);Unassigned{species}(0),Bacteria,Bacillota,Thermoanaerobacteria,Thermoanaerobacterales,Thermoanaerobacteraceae,Caloribacterium,Unassigned
ASV1513,4396752,2727751,0,0,7124503,Bacteria{superkingdom}(73);Patescibacteria{phylum}(73);Saccharimonadia{class}(73);Saccharimonadales{order}(73);Saccharimonadales_family{family}(73);Saccharimonadales_genus{genus}(73);uncultured_prokaryote{species}(73),Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadales_family,Saccharimonadales_genus,uncultured_prokaryote
ASV1515,0,0,426188,170686,596874,Bacteria{superkingdom}(100);Bacillota{phylum}(100);Clostridia{class}(100);Peptostreptococcales-Tissierellales{order}(100);Sedimentibacteraceae{family}(100);Sedimentibacter{genus}(100);Unassigned{species}(0),Bacteria,Bacillota,Clostridia,Peptostreptococcales-Tissierellales,Sedimentibacteraceae,Sedimentibacter,Unassigned
ASV1523,0,34853,0,0,34853,Bacteria{superkingdom}(100);Bacteroidota{phylum}(100);Bacteroidia{class}(100);Bacteroidales{order}(100);Dysgonomonadaceae{family}(100);Dysgonomonadaceae_genus{genus}(100);metagenome{species}(100),Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Dysgonomonadaceae_genus,metagenome
ASV1530,821994,452829,0,0,1274823,Bacteria{superkingdom}(99);Bacillota{phylum}(99);Bacilli{class}(99);Erysipelotrichales{order}(99);Erysipelatoclostridiaceae{family}(99);UCG-004{genus}(99);uncultured_bacterium{species}(99),Bacteria,Bacillota,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,UCG-004,uncultured_bacterium
ASV1531,798822,342059,254619,0,1395500,Bacteria{superkingdom}(98);Bacillota{phylum}(98);Bacillota_class{class}(98);Bacillota_order{order}(98);Bacillota_family{family}(98);Bacillota_genus{genus}(98);uncultured_bacterium{species}(98),Bacteria,Bacillota,Bacillota_class,Bacillota_order,Bacillota_family,Bacillota_genus,uncultured_bacterium
ASV1538,1175978,1030955,0,0,2206933,Bacteria{superkingdom}(77);Bacillota{phylum}(77);Clostridia{class}(77);Oscillospirales{order}(77);Oscillospiraceae{family}(77);Ruminiclostridium{genus}(77);Unassigned{species}(0),Bacteria,Bacillota,Clostridia,Oscillospirales,Oscillospiraceae,Ruminiclostridium,Unassigned
ASV1546,1537986,1103978,0,0,2641964,Bacteria{superkingdom}(100);Bacillota{phylum}(100);Clostridia{class}(100);Oscillospirales{order}(100);Oscillospiraceae{family}(100);Unassigned{genus}(0);Unassigned{species}(0),Bacteria,Bacillota,Clostridia,Oscillospirales,Oscillospiraceae,Unassigned,Unassigned
ASV1549,51010,0,979126,376008,1406144,Bacteria{superkingdom}(100);Verrucomicrobiota{phylum}(100);Lentisphaeria{class}(100);Oligosphaerales{order}(100);Oligosphaeraceae{family}(100);ADurb.Bin063-2{genus}(100);Unassigned{species}(0),Bacteria,Verrucomicrobiota,Lentisphaeria,Oligosphaerales,Oligosphaeraceae,ADurb.Bin063-2,Unassigned
ASV1553,0,0,2279033,684326,2963359,Bacteria{superkingdom}(97);Bacteroidota{phylum}(97);Bacteroidia{class}(97);Bacteroidales{order}(97);Dysgonomonadaceae{family}(97);Proteiniphilum{genus}(97);Unassigned{species}(0),Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Proteiniphilum,Unassigned
ASV1561,500463,356820,0,233189,1090472,Bacteria{superkingdom}(86);Bacteroidota{phylum}(86);Bacteroidia{class}(86);Bacteroidales{order}(86);Bacteroidetes_vadinHA17{family}(86);Bacteroidetes_vadinHA17_genus{genus}(86);uncultured_Geobacter{species}(86),Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidetes_vadinHA17,Bacteroidetes_vadinHA17_genus,uncultured_Geobacter
ASV1564,468916,426512,0,0,895428,Bacteria{superkingdom}(99);Bacillota{phylum}(99);Clostridia{class}(99);Clostridiales{order}(99);Clostridiaceae{family}(99);Youngiibacter{genus}(99);Unassigned{species}(0),Bacteria,Bacillota,Clostridia,Clostridiales,Clostridiaceae,Youngiibacter,Unassigned
ASV1566,0,0,2227784,748591,2976375,Bacteria{superkingdom}(89);Caldisericota{phylum}(89);Caldisericia{class}(89);Caldisericales{order}(89);WCHB1-02{family}(89);WCHB1-02_genus{genus}(89);uncultured_Firmicutes{species}(89),Bacteria,Caldisericota,Caldisericia,Caldisericales,WCHB1-02,WCHB1-02_genus,uncultured_Firmicutes
ASV1571,0,0,1019535,307236,1326771,Bacteria{superkingdom}(78);Bacillota{phylum}(78);Clostridia{class}(78);Oscillospirales{order}(78);Ruminococcaceae{family}(78);Unassigned{genus}(0);Unassigned{species}(0),Bacteria,Bacillota,Clostridia,Oscillospirales,Ruminococcaceae,Unassigned,Unassigned
ASV1577,0,0,2716602,624955,3341557,Bacteria{superkingdom}(92);Chloroflexota{phylum}(92);Anaerolineae{class}(92);RBG-13-54-9{order}(92);RBG-13-54-9_family{family}(92);RBG-13-54-9_genus{genus}(92);uncultured_bacterium{species}(92),Bacteria,Chloroflexota,Anaerolineae,RBG-13-54-9,RBG-13-54-9_family,RBG-13-54-9_genus,uncultured_bacterium
ASV1578,0,0,1837751,996710,2834461,Bacteria{superkingdom}(96);Patescibacteria{phylum}(96);Microgenomatia{class}(96);Candidatus_Woesebacteria{order}(96);Candidatus_Woesebacteria_family{family}(96);Candidatus_Woesebacteria_genus{genus}(96);Unassigned{species}(0),Bacteria,Patescibacteria,Microgenomatia,Candidatus_Woesebacteria,Candidatus_Woesebacteria_family,Candidatus_Woesebacteria_genus,Unassigned
ASV1579,0,0,2538890,1514541,4053431,Bacteria{superkingdom}(100);Chloroflexota{phylum}(100);Anaerolineae{class}(100);Anaerolineales{order}(100);Anaerolineaceae{family}(100);Flexilinea{genus}(100);Unassigned{species}(0),Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,Anaerolineaceae,Flexilinea,Unassigned
ASV1587,2931168,2110592,0,0,5041760,Bacteria{superkingdom}(84);Chloroflexota{phylum}(84);Anaerolineae{class}(84);Anaerolineales{order}(84);Anaerolineaceae{family}(84);Leptolinea{genus}(84);uncultured_Anaerolineaceae{species}(84),Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,Anaerolineaceae,Leptolinea,uncultured_Anaerolineaceae
ASV1589,821994,550709,405361,177832,1955896,Bacteria{superkingdom}(100);Verrucomicrobiota{phylum}(100);Kiritimatiellia{class}(100);113B434{order}(100);113B434_family{family}(100);113B434_genus{genus}(100);uncultured_bacterium{species}(100),Bacteria,Verrucomicrobiota,Kiritimatiellia,113B434,113B434_family,113B434_genus,uncultured_bacterium
ASV1607,0,0,622911,277563,900474,Bacteria{superkingdom}(86);Bacillota{phylum}(86);Clostridia{class}(86);Oscillospirales{order}(86);Oscillospiraceae{family}(86);Unassigned{genus}(0);Unassigned{species}(0),Bacteria,Bacillota,Clostridia,Oscillospirales,Oscillospiraceae,Unassigned,Unassigned
ASV1612,1259349,746873,0,0,2006222,Bacteria{superkingdom}(100);Pseudomonadota{phylum}(100);Gammaproteobacteria{class}(100);Burkholderiales{order}(100);Rhodocyclaceae{family}(100);Unassigned{genus}(0);Unassigned{species}(0),Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Unassigned,Unassigned
ASV1613,0,0,1126726,632080,1758806,Bacteria{superkingdom}(100);Bacteroidota{phylum}(100);Bacteroidia{class}(100);Bacteroidales{order}(100);Rikenellaceae{family}(100);Unassigned{genus}(0);Unassigned{species}(0),Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Unassigned,Unassigned
ASV1620,1780618,471114,258136,0,2509868,Bacteria{superkingdom}(100);Pseudomonadota{phylum}(100);Alphaproteobacteria{class}(100);Rhodobacterales{order}(100);Paracoccaceae{family}(100);Unassigned{genus}(0);Unassigned{species}(0),Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Unassigned,Unassigned
ASV1630,1093916,529403,0,0,1623319,Bacteria{superkingdom}(91);Bacteroidota{phylum}(91);Bacteroidia{class}(91);Bacteroidales{order}(91);Marinilabiliaceae{family}(91);Marinilabiliaceae_genus{genus}(91);uncultured_bacterium{species}(91),Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinilabiliaceae,Marinilabiliaceae_genus,uncultured_bacterium
ASV1631,0,354121,0,0,354121,Bacteria{superkingdom}(91);Bacillota{phylum}(91);Clostridia{class}(91);Oscillospirales{order}(91);Oscillospiraceae{family}(91);Oscillospiraceae_genus{genus}(91);metagenome{species}(91),Bacteria,Bacillota,Clostridia,Oscillospirales,Oscillospiraceae,Oscillospiraceae_genus,metagenome
ASV1637,1610928,616321,0,0,2227249,Bacteria{superkingdom}(96);Pseudomonadota{phylum}(96);Alphaproteobacteria{class}(96);Rickettsiales{order}(96);Mitochondria{family}(96);Mitochondria_genus{genus}(96);uncultured_bacterium{species}(96),Bacteria,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria_genus,uncultured_bacterium
ASV1639,1691565,0,3916505,1279633,6887703,Bacteria{superkingdom}(100);Chloroflexota{phylum}(100);Anaerolineae{class}(100);Anaerolineales{order}(100);Anaerolineaceae{family}(100);Pelolinea{genus}(100);Unassigned{species}(0),Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,Anaerolineaceae,Pelolinea,Unassigned
ASV1641,816869,547430,0,0,1364299,Bacteria{superkingdom}(91);Bacteroidota{phylum}(91);Bacteroidia{class}(91);Bacteroidales{order}(91);Paludibacteraceae{family}(91);Paludibacter{genus}(91);Unassigned{species}(0),Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Paludibacteraceae,Paludibacter,Unassigned
ASV1645,0,0,326030,162444,488474,Bacteria{superkingdom}(81);Bacillota{phylum}(81);Bacillota_class{class}(81);Bacillota_order{order}(81);Bacillota_family{family}(81);Bacillota_genus{genus}(81);uncultured_Clostridiales{species}(81),Bacteria,Bacillota,Bacillota_class,Bacillota_order,Bacillota_family,Bacillota_genus,uncultured_Clostridiales
ASV1651,1006373,252247,0,0,1258620,Bacteria{superkingdom}(100);Bacillota{phylum}(100);Clostridia{class}(100);Lachnospirales{order}(100);Lachnospiraceae{family}(100);Anaerotignum{genus}(100);Unassigned{species}(0),Bacteria,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Anaerotignum,Unassigned
ASV1652,821994,979874,505850,461518,2769236,Bacteria{superkingdom}(100);Patescibacteria{phylum}(100);WWE3{class}(100);WWE3_order{order}(100);WWE3_family{family}(100);WWE3_genus{genus}(100);uncultured_candidate{species}(100),Bacteria,Patescibacteria,WWE3,WWE3_order,WWE3_family,WWE3_genus,uncultured_candidate
ASV1653,0,0,505850,359900,865750,Bacteria{superkingdom}(79);Bacillota{phylum}(79);Bacilli{class}(79);Acholeplasmatales{order}(79);Acholeplasmataceae{family}(79);EUB33-2{genus}(79);uncultured_bacterium{species}(79),Bacteria,Bacillota,Bacilli,Acholeplasmatales,Acholeplasmataceae,EUB33-2,uncultured_bacterium
ASV1656,0,0,486282,187171,673453,Bacteria{superkingdom}(90);Bacillota{phylum}(90);Clostridia{class}(90);Lachnospirales{order}(90);Lachnospiraceae{family}(90);Lachnospiraceae_genus{genus}(90);denitrifying_bacterium{species}(90),Bacteria,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_genus,denitrifying_bacterium
ASV1660,0,0,2266600,0,2266600,Bacteria{superkingdom}(100);Pseudomonadota{phylum}(100);Gammaproteobacteria{class}(100);Burkholderiales{order}(100);Comamonadaceae{family}(100);Unassigned{genus}(0);Unassigned{species}(0),Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Unassigned,Unassigned
ASV1662,787694,1152697,0,0,1940391,Bacteria{superkingdom}(79);Bacteroidota{phylum}(79);Bacteroidia{class}(79);Bacteroidales{order}(79);Rikenellaceae{family}(79);DMER64{genus}(79);uncultured_bacterium{species}(79),Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,DMER64,uncultured_bacterium
ASV1670,0,0,0,172472,172472,Bacteria{superkingdom}(89);Chloroflexota{phylum}(89);Chloroflexia{class}(89);Thermomicrobiales{order}(89);JG30-KF-CM45{family}(89);JG30-KF-CM45_genus{genus}(89);bacterium_QTYC46b{species}(89),Bacteria,Chloroflexota,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,JG30-KF-CM45_genus,bacterium_QTYC46b
ASV1675,0,0,3808335,1910177,5718512,Bacteria{superkingdom}(83);Chloroflexota{phylum}(83);Anaerolineae{class}(83);Anaerolineales{order}(83);Anaerolineaceae{family}(83);Pelolinea{genus}(83);uncultured_bacterium{species}(83),Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,Anaerolineaceae,Pelolinea,uncultured_bacterium
ASV1679,0,0,1837751,319252,2157003,Bacteria{superkingdom}(78);Bacillota{phylum}(78);Bacillota_class{class}(78);DTU014{order}(78);DTU014_family{family}(78);DTU014_genus{genus}(78);uncultured_anaerobic{species}(78),Bacteria,Bacillota,Bacillota_class,DTU014,DTU014_family,DTU014_genus,uncultured_anaerobic
ASV1687,572875,640366,0,0,1213241,Bacteria{superkingdom}(86);Bacillota{phylum}(86);Clostridia{class}(86);Christensenellales{order}(86);Christensenellaceae{family}(86);Christensenellaceae_R-7_group{genus}(86);Unassigned{species}(0),Bacteria,Bacillota,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae_R-7_group,Unassigned
ASV1697,1393182,884910,0,0,2278092,Bacteria{superkingdom}(97);Bacillota{phylum}(97);Clostridia{class}(97);Oscillospirales{order}(97);UCG-010{family}(97);UCG-010_genus{genus}(97);uncultured_eubacterium{species}(97),Bacteria,Bacillota,Clostridia,Oscillospirales,UCG-010,UCG-010_genus,uncultured_eubacterium
ASV1698,0,0,1377615,561308,1938923,Bacteria{superkingdom}(81);Bacillota{phylum}(81);Syntrophomonadia{class}(81);Syntrophomonadales{order}(81);Syntrophomonadaceae{family}(81);Syntrophomonas{genus}(81);Unassigned{species}(0),Bacteria,Bacillota,Syntrophomonadia,Syntrophomonadales,Syntrophomonadaceae,Syntrophomonas,Unassigned
ASV1699,381694,0,1493705,686773,2562172,Bacteria{superkingdom}(89);Verrucomicrobiota{phylum}(89);Lentisphaeria{class}(89);Victivallales{order}(89);vadinBE97{family}(89);vadinBE97_genus{genus}(89);uncultured_rumen{species}(89),Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,vadinBE97,vadinBE97_genus,uncultured_rumen
ASV1709,0,0,2279033,729762,3008795,Bacteria{superkingdom}(99);Bacteroidota{phylum}(99);Bacteroidia{class}(99);Bacteroidales{order}(99);Dysgonomonadaceae{family}(99);Proteiniphilum{genus}(99);Unassigned{species}(0),Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Proteiniphilum,Unassigned
ASV1721,146706,0,722033,302014,1170753,Bacteria{superkingdom}(97);Pseudomonadota{phylum}(97);Gammaproteobacteria{class}(97);Pseudomonadales{order}(97);Pseudomonadaceae{family}(97);Pseudomonas{genus}(97);Unassigned{species}(0),Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Unassigned
ASV1722,0,0,1837751,748591,2586342,Bacteria{superkingdom}(94);WS1{phylum}(94);WS1_class{class}(94);WS1_order{order}(94);WS1_family{family}(94);WS1_genus{genus}(94);uncultured_bacterium{species}(94),Bacteria,WS1,WS1_class,WS1_order,WS1_family,WS1_genus,uncultured_bacterium
ASV1728,0,191458,1347230,461518,2000206,Bacteria{superkingdom}(100);Actinomycetota{phylum}(100);WCHB1-81{class}(100);WCHB1-81_order{order}(100);WCHB1-81_family{family}(100);WCHB1-81_genus{genus}(100);Unassigned{species}(0),Bacteria,Actinomycetota,WCHB1-81,WCHB1-81_order,WCHB1-81_family,WCHB1-81_genus,Unassigned
ASV1738,613098,559230,0,0,1172328,Bacteria{superkingdom}(100);Bacillota{phylum}(100);Clostridia{class}(100);Oscillospirales{order}(100);UCG-010{family}(100);UCG-010_genus{genus}(100);Unassigned{species}(0),Bacteria,Bacillota,Clostridia,Oscillospirales,UCG-010,UCG-010_genus,Unassigned
ASV1742,1140160,527564,0,0,1667724,Bacteria{superkingdom}(100);Bacteroidota{phylum}(100);Bacteroidia{class}(100);Bacteroidales{order}(100);Rikenellaceae{family}(100);Unassigned{genus}(0);Unassigned{species}(0),Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Unassigned,Unassigned
ASV1743,851267,933591,0,0,1784858,Bacteria{superkingdom}(90);Bacteroidota{phylum}(90);Bacteroidia{class}(90);Bacteroidales{order}(90);Paludibacteraceae{family}(90);Paludibacter{genus}(90);uncultured_bacterium{species}(90),Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Paludibacteraceae,Paludibacter,uncultured_bacterium
ASV1757,2207152,1964546,0,0,4171698,Bacteria{superkingdom}(100);Chloroflexota{phylum}(100);Anaerolineae{class}(100);Anaerolineales{order}(100);Anaerolineaceae{family}(100);Unassigned{genus}(0);Unassigned{species}(0),Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,Anaerolineaceae,Unassigned,Unassigned
ASV1766,1909363,0,0,0,1909363,Bacteria{superkingdom}(99);Bacillota{phylum}(99);Desulfitobacteriia{class}(99);Desulfitobacteriales{order}(99);Syntrophobotulaceae{family}(99);Dehalobacter{genus}(99);Unassigned{species}(0),Bacteria,Bacillota,Desulfitobacteriia,Desulfitobacteriales,Syntrophobotulaceae,Dehalobacter,Unassigned
ASV1776,1020474,703462,0,0,1723936,Bacteria{superkingdom}(100);Spirochaetota{phylum}(100);Spirochaetia{class}(100);Spirochaetales{order}(100);Spirochaetaceae{family}(100);Sphaerochaeta{genus}(100);Unassigned{species}(0),Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Sphaerochaeta,Unassigned
ASV1777,0,0,925041,409854,1334895,Bacteria{superkingdom}(71);Verrucomicrobiota{phylum}(71);Lentisphaeria{class}(71);Oligosphaerales{order}(71);Oligosphaeraceae{family}(71);Oligosphaera{genus}(71);Oligosphaera_ethanolica{species}(71),Bacteria,Verrucomicrobiota,Lentisphaeria,Oligosphaerales,Oligosphaeraceae,Oligosphaera,Oligosphaera_ethanolica
ASV1779,0,0,553906,194726,748632,Bacteria{superkingdom}(87);Bacillota{phylum}(87);Clostridia{class}(87);Oscillospirales{order}(87);Oscillospiraceae{family}(87);Oscillospiraceae_genus{genus}(87);Unassigned{species}(0),Bacteria,Bacillota,Clostridia,Oscillospirales,Oscillospiraceae,Oscillospiraceae_genus,Unassigned
ASV1780,0,0,1887144,0,1887144,Bacteria{superkingdom}(82);Patescibacteria{phylum}(82);ABY1{class}(82);Candidatus_Falkowbacteria{order}(82);Candidatus_Falkowbacteria_family{family}(82);Candidatus_Falkowbacteria_genus{genus}(82);uncultured_Parcubacteria{species}(82),Bacteria,Patescibacteria,ABY1,Candidatus_Falkowbacteria,Candidatus_Falkowbacteria_family,Candidatus_Falkowbacteria_genus,uncultured_Parcubacteria
ASV1781,0,0,1448485,336908,1785393,Bacteria{superkingdom}(84);Bacillota{phylum}(84);Clostridia{class}(84);Oscillospirales{order}(84);Oscillospiraceae{family}(84);Unassigned{genus}(0);Unassigned{species}(0),Bacteria,Bacillota,Clostridia,Oscillospirales,Oscillospiraceae,Unassigned,Unassigned
ASV1783,1215710,847575,0,0,2063285,Bacteria{superkingdom}(100);Unassigned{phylum}(0);Unassigned{class}(0);Unassigned{order}(0);Unassigned{family}(0);Unassigned{genus}(0);Unassigned{species}(0),Bacteria,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ASV1785,0,0,625812,286767,912579,Bacteria{superkingdom}(96);Bacillota{phylum}(96);Clostridia{class}(96);Oscillospirales{order}(96);UCG-010{family}(96);UCG-010_genus{genus}(96);uncultured_Clostridia{species}(96),Bacteria,Bacillota,Clostridia,Oscillospirales,UCG-010,UCG-010_genus,uncultured_Clostridia
ASV1794,2354780,715276,0,0,3070056,Bacteria{superkingdom}(73);Chloroflexota{phylum}(73);Dehalococcoidia{class}(73);GIF9{order}(73);AB-539-J10{family}(73);AB-539-J10_genus{genus}(73);uncultured_organism{species}(73),Bacteria,Chloroflexota,Dehalococcoidia,GIF9,AB-539-J10,AB-539-J10_genus,uncultured_organism
ASV1795,2767716,3165888,0,0,5933604,Bacteria{superkingdom}(99);Thermodesulfobacteriota{phylum}(99);Syntrophia{class}(99);Syntrophales{order}(99);Syntrophaceae{family}(99);Syntrophus{genus}(99);Unassigned{species}(0),Bacteria,Thermodesulfobacteriota,Syntrophia,Syntrophales,Syntrophaceae,Syntrophus,Unassigned
ASV1796,0,0,1641884,748591,2390475,Bacteria{superkingdom}(87);Armatimonadota{phylum}(87);Armatimonadota_class{class}(87);Armatimonadota_order{order}(87);Armatimonadota_family{family}(87);Armatimonadota_genus{genus}(87);uncultured_bacterium{species}(87),Bacteria,Armatimonadota,Armatimonadota_class,Armatimonadota_order,Armatimonadota_family,Armatimonadota_genus,uncultured_bacterium
ASV1802,0,0,125583,0,125583,Bacteria{superkingdom}(89);Pseudomonadota{phylum}(89);Gammaproteobacteria{class}(89);Enterobacterales{order}(89);Enterobacteriaceae{family}(89);Unassigned{genus}(0);Unassigned{species}(0),Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Unassigned,Unassigned
ASV1816,1212178,836228,0,0,2048406,Bacteria{superkingdom}(92);Bacillota{phylum}(92);Clostridia{class}(92);Oscillospirales{order}(92);Ruminococcaceae{family}(92);Ruminococcaceae_genus{genus}(92);uncultured_Clostridium{species}(92),Bacteria,Bacillota,Clostridia,Oscillospirales,Ruminococcaceae,Ruminococcaceae_genus,uncultured_Clostridium
ASV1817,0,187184,2369552,272386,2829122,Bacteria{superkingdom}(100);Pseudomonadota{phylum}(100);Alphaproteobacteria{class}(100);Hyphomicrobiales{order}(100);Rhizobiaceae{family}(100);Unassigned{genus}(0);Unassigned{species}(0),Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Unassigned,Unassigned
ASV1822,1557731,1867183,0,0,3424914,Bacteria{superkingdom}(77);Chloroflexota{phylum}(77);Anaerolineae{class}(77);Anaerolineales{order}(77);Anaerolineaceae{family}(77);Flexilinea{genus}(77);uncultured_bacterium{species}(77),Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,Anaerolineaceae,Flexilinea,uncultured_bacterium
ASV1832,0,0,3894125,0,3894125,Bacteria{superkingdom}(100);Chloroflexota{phylum}(100);Anaerolineae{class}(100);Anaerolineales{order}(100);Anaerolineaceae{family}(100);ADurb.Bin120{genus}(100);Unassigned{species}(0),Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,Anaerolineaceae,ADurb.Bin120,Unassigned
ASV1845,1462158,880919,0,0,2343077,Bacteria{superkingdom}(100);Unassigned{phylum}(0);Unassigned{class}(0);Unassigned{order}(0);Unassigned{family}(0);Unassigned{genus}(0);Unassigned{species}(0),Bacteria,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ASV1846,674726,914263,0,0,1588989,Bacteria{superkingdom}(73);Cyanobacteriota{phylum}(73);Vampirivibrionia{class}(73);Gastranaerophilales{order}(73);Gastranaerophilaceae{family}(73);Gastranaerophilaceae_genus{genus}(73);uncultured_bacterium{species}(73),Bacteria,Cyanobacteriota,Vampirivibrionia,Gastranaerophilales,Gastranaerophilaceae,Gastranaerophilaceae_genus,uncultured_bacterium
ASV1850,0,126921,0,0,126921,Bacteria{superkingdom}(94);Patescibacteria{phylum}(94);CPR2{class}(94);CPR2_order{order}(94);CPR2_family{family}(94);CPR2_genus{genus}(94);Unassigned{species}(0),Bacteria,Patescibacteria,CPR2,CPR2_order,CPR2_family,CPR2_genus,Unassigned
ASV1856,1908469,914263,0,0,2822732,Bacteria{superkingdom}(99);Bacillota{phylum}(99);Bacilli{class}(99);Izemoplasmatales{order}(99);Izemoplasmatales_family{family}(99);Izemoplasmatales_genus{genus}(99);uncultured_bacterium{species}(99),Bacteria,Bacillota,Bacilli,Izemoplasmatales,Izemoplasmatales_family,Izemoplasmatales_genus,uncultured_bacterium
ASV1857,0,0,3612510,0,3612510,Bacteria{superkingdom}(100);Bacteroidota{phylum}(100);Bacteroidia{class}(100);Flavobacteriales{order}(100);Weeksellaceae{family}(100);Cloacibacterium{genus}(100);Unassigned{species}(0),Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Cloacibacterium,Unassigned
ASV1876,834325,317130,0,0,1151455,Bacteria{superkingdom}(93);Bacillota{phylum}(93);Clostridia{class}(93);Christensenellales{order}(93);Christensenellaceae{family}(93);Christensenellaceae_R-7_group{genus}(93);Unassigned{species}(0),Bacteria,Bacillota,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae_R-7_group,Unassigned
ASV1877,570840,407014,0,0,977854,Bacteria{superkingdom}(100);Bacillota{phylum}(100);Clostridia{class}(100);Christensenellales{order}(100);Christensenellaceae{family}(100);Christensenellaceae_R-7_group{genus}(100);uncultured_microorganism{species}(100),Bacteria,Bacillota,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae_R-7_group,uncultured_microorganism
